document	label
당연히 같이 운동하고 같이 출전하는 사람들 있어.	0
네. 사고 싶었는데 너무 비싸가지고 못 샀어요.	0
아니요. 아직이요. 이제 할려고요.	0
아니. 자랑 안했어.	0
내가 마라톤 대회에 출전했잖아. 그런데 내 기록이 엄청 단축 됐더라고?	0
선수처럼 잘 뛰진 않고 그냥 내 기록만 단축됐다는 거야.	0
맞아. 뛰는 동안 정말 힘들었는데 결승선을 통과하는 순간 싹 잊혀지더라고.	0
그럼. 같이 운동하고 같이 대회 나가는 사람들 있어.	0
이번에 구매한 노트북이 오늘 왔어.	0
비싼 건 못 샀어. 알바비를 모아서 산 거거든.	0
새 노트북이니깐 꼼꼼히 살펴볼게.	0
나 드디어 프로젝트 끝났어!	0
어. 이제 완전히 끝났어.	0
신나는 음악 좋지.	0
영화도 다운 받고 프로젝트도 해야 돼.	0
그런 보험 있으면 지금 당장 가입 해야지.	0
제주도나 갈까?	0
당첨 선물이 너무 마음에 들어. 내가 갖고 싶었던 향수였거든.	0
주변 사람들한테 이벤트에 당첨돼서 선물 받았다고 자랑했어.	0
없고 나 혼자 뛰어.	0
구매한 노트북이 오늘 도착했어!	0
돈이 없거든.	0
알았어. 사용 설명서 보고 꼼꼼히 살펴볼게.	0
할게 너무 많아서 일일이 나열할 수가 없어.	0
나 드디어 프로젝트가 끝났어!	0
완전히 끝났어.	0
헐. 내가 이벤트에 당첨 되었어.	0
주변 사람들한테 이벤트에 당첨돼서 선물 받았다고 자랑했어.	0
나 드디어 프로젝트가 끝났어!	0
오늘 최종 발표를 했으니까 이제 완전히 끝낸거야.	0
한 달 동안 친구들을 못 만났는데 친구를 만날 계획을 세워봐야겠어.	0
너의 말대로 쉬고 여행 갈 계획도 세워볼게.	0
나 축하해줘! 기분 좋은 일이 생겼어.	0
내가 10km 마라톤 대회에 출전했는데 예전의 내 기록보다 훨씬 잘 나왔어!	0
뛰는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어.	0
함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줘.	0
200만원짜리 노트북을 구입했는데 배송이 늦어져서 걱정하고 있었어.	0
너의 말대로 제품에 문제가 있는지 꼼꼼히 살펴볼게.	0
노트북을 오래 사용할 수 있도록 보험 가입도 생각해 볼게.	0
드디어 프로젝트 끝났어!	0
어. 이제 진짜 완전히 다 끝났어.	0
그것도 좋지. 나 요새 노래를 못 들어서 요새 신곡을 하나도 몰라!	0
그것도 좋아. 빨리 약속 잡아야겠어.	0
"있으려나? 휴가는 잘 모르겠고 주말에 다녀올 순 있을 거 같은데. 한 번 찾아봐야겠다, 그것도."	0
이벤트 당첨됐어!	0
"완전. 내가 너무 비싸가지고 못 사던 향순데, 당첨되니까 얼마나 기분 좋게요!"	0
너무 많이 자랑해서 이제 다들 그만 좀 자랑하래.	0
구매한 노트북이 도착했어. 나 얼른 뜯어 봐야지.	0
부족해서 별로 비싼 건 못샀고 그냥 딱 150만원 짜리.	0
당연하지! 그런 거 확인 안하면 어떡해. 고장나면 누구 책임이야.	0
편집 할거지롱. 영상 편집이랑 음악 작업 할 거야.	0
나 축하해줘. 기쁜 일 있어!	0
주말에 나간 마라톤에서 기록 갱신했어!	0
"아니고. 그냥 일반인이지, 일반인."	0
같이 뛰는 크루가 있기는 한데 이번 대회는 그냥 혼자 나갔어.	0
나 드디어 프로젝트 끝났어!	0
어. 한 달 간 정말 고생 많이 했는데.	0
친구들과 약속 했어. 만나기로.	0
맞아. 한동안 고생했으니 여행도 해줘야지.	0
나 이벤트에 당첨되었어.	0
"유명한 인플루언서가 하는 이벤트인데, 그곳에 당첨된거야."	0
여러 명 뽑지도 않아	0
"아직 말 안했어. 향수 오면, 향수 보여주면서 자랑해야지."	0
드디어 프로젝트 끝났어.	0
속이 다 시원해. 이제 완전히 끝났어. 쉴 수가 있어 이제.	0
그래 신나는 음악도 들으면서 휴식을 취해야겠어.	0
친구 너무 좋지. 너무 요번에 못만나서 꼭 만나야 돼.	0
여행 너무 가고싶은데 갈 만한 친구가 없어. 혼자 가기는 싫어.	0
헐 나 이벤트 당첨됐어.	0
너무 맘에 들어. 그동안 내가 얼마나 갖고싶었던 향수인데.	0
친구한테 자랑했더니 그거 비싼거라고 무지 부러워하더라.	0
축하해 줘 기분 좋은 일이 있어.	0
선수는 아니고 운동을 좋아해서 열심히 했던 거야.	0
그런 건 아니고 그냥 혼자서 열심히 연습을 하는 거야.	0
제품에는 문제가 없는 것 같아 상품은 최고야.	0
음악도 듣고 쇼핑도 하고 돈 벌 거리를 찾아봐야지.	0
나 축하해줘 기분 좋은 일이 있어.	0
아니요 그 정도는 아닌데요.	0
맞아요 사실은 별로 튀는 게 안 좋아해 가지고.	0
드디어 새로 산 노트북이 도착했어 뜯어 봐야지.	0
"네, 그래야겠어요.	"	0
아 그런 것도 있구나 참고할게요.	0
나 축하해 줘 기분 좋은 일 있었어.	0
무슨 선수처럼 기록이 좋겠어 내 예전 기록보다 많이 단축 됐다고.	0
당연히 같이 운동하는 사람들이 있어 이번에 대회도 같이 참가했어.	0
비싼 건 못샀어 알바비를 모아서 산 거기 때문에.	0
"알았어 그렇지 않아도 확인해 보려고 생각하고 있었어,"	0
할 거 진짜 많아 영화랑 음악이랑 다운 받을 거고 그걸로 또 프로젝트를 해야 돼.	0
당연히 그런 보험 있으면 가입해야지.	0
축하해 줘 기분 좋은 일 있어.	0
이어 구매한 노트북이 왔어.	0
헐 나 이벤트에 당첨되었어.	0
내가 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨되었어.	0
당첨 선물이 내가 갖고 싶었던 향수라서 너무 마음에 들어.	0
주변 사람들한테 이벤트에 당첨되어서 선물 받았다고 자랑했어.	0
나 드디어 프로젝트가 마감 됐어.	0
최종 발표를 맞췄으니까 이제 완전히 끝난 거야.	0
기분도 좋은데 신나는 음악 듣는 것 정말 좋아.	0
너의 말대로 시간이 되면 여행 계획 또 세워 볼게.	0
너의 말대로 시간이 되면 여행 계획도 세우고 올게.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
내가 10킬로미터 마라톤 대회에 출전했는데 예전의 내 기록을 훨씬 갱신했어.	0
내가 달리는 운동을 너무 좋아해서 매년 열리는 마라톤 대회에 출전하고 있어.	0
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어.	0
함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 되어줘.	0
드디어 구매한 노트북이 도착했어. 뜯어봐야지!	0
백오십만원짜리 노트북을 구입했는데 배송이 늦어져서 걱정하고 있었어.	0
너의 말대로 노트북에 문제가 없는지 꼼꼼히 살펴볼께.	0
노트북을 가지고 만화 작업을 완성할꺼야.	0
노트북을 오래 사용할 수 있도록 노트북 보험을 생각해 볼께.	0
나 드디어 프로젝트 끝났어!	0
그럼 1시간이 아니라 한 달간 얼마나 고생했는데.	0
나 음악 진짜 좋아해. 신날 것 같아.	0
나 벌써 친구들이랑 약속했어. 내일 만나기로 했거든.	0
알았어. 친구들이랑 만나서 계획 좀 세워 볼께.	0
유명한 인플루언서가 이벤트를 진행하더라고!	0
딱 한명 뽑는거였어. 그게 내가 된거야.	0
당연히 맘에 들지. 엄청 비싼 향수야!	0
아직 얘기 안했어. 향수 오면 그 때 해야지.	0
완전 마음에 들어. 내가 가지고 싶던 향수야!	0
나 축하해 줘. 정말 기분 좋은 일이 있었어.	0
선수처럼 그렇게 잘 뛰지는 않았어. 하지만 내 기록은 정말 잘 나왔다고.	0
결승선을 통과하는 순간 힘든 게 싹 사라지더라.	0
그럼 같이 운동하고 같이 대회 출전하는 사람들이 있어.	0
완전히 끝났어.	0
막 너무 좋지.	0
드디어 구매한 노트북이 오늘 도착했어.	0
알바비를 모아서 산거야.	0
알았어. 꼼꼼히 살펴볼께. 사용 설명서 보고.	0
할 일이 많아. 영화랑 음악도 다운받을 거고 프로젝트도 해야돼.	0
약속 잡는 거 진짜 좋을 것 같아.	0
당연히 가입 해야지.	0
축하해 줘 기분 좋은 일이 있어.	0
마라톤 기록을 갱신했어. 앗싸!	0
아니야 절대로 못해.	0
이번에 큰맘 먹고 200만원짜리 샀어.	0
헐! 맞다 네 말이 맞아! 빨리 확인 해 봐야겠어.	0
나 이벤트에 당첨되었어!	0
당첨자는 한 명 뽑는 거였어.	0
당첨 선물이 내가 좋아하는 향수라서 너무나 마음에 들어.	0
오늘 발표를 다 했으니까 완전히 끝난 거야.	0
사람들한테 이벤트에 당첨 되었다고 자랑했어.	0
신나는 음악을 듣는 것도 좋을 거 같아.	0
한동안 못 만났던 친구들을 만나는 것도 좋을 거 같아.	0
너의 말대로 여행 계획을 한번 세워 볼게.	0
헐. 나 이벤트에 당첨되었어.	0
"내가 좋아하는 인플루언서가 진행하는 이벤트가 있었는데, 거기에 당첨 되었어."	0
당첨자는 한 명이었는데 내가 당첨된 거야.	0
당첨 선물이 내가 좋아하는 향수라서 너무 마음에 들어.	0
주변 사람들한테 이벤트에 당첨돼서 선물을 받았다고 자랑했어.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
내가 10km 마라톤 대회에 출전했는데 예전의 내 기록을 훨씬 갱신했어.	0
내가 달리는 운동을 너무나 좋아해서 마라톤 대회에 매번 나가고 있어.	0
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 기분이 엄청 좋았어.	0
함께 달리는 크루가 있어서 힘들고 지칠 때 큰 힘이 되어 줘.	0
드디어 구매한 노트북이 도착했어.	0
너의 말대로 제품에 문제가 없는지 꼼꼼히 살펴 볼게.	0
노트북을 가지고 지금 하고 있는 만화 작업을 할 거야.	0
노트북에 가입할 수 있는 보험도 있어? 정말 필요할 거 같아.	0
나 프로젝트 드디어 끝났어!	0
네. 완전히 끝났어요. 최종 발표가 났어요.	0
그것도 좋은데 밖에 나가고 싶어요.	0
이미 주말에 잡았어요.	0
네 여행도 가고 싶은데 요즘 코로나라서 쉽지가 않네요.	0
완전히 끝났어. 이제 좀 쉬어야겠어. 그동안 힘들었거든.	0
그래 음악 좀 들으면서 맛있은 것도 해 먹어야 겠어.	0
그래 친구도 만나야지. 오랬동안 못 만나서 보고싶거든.	0
여행 좋지. 그렇지만 혼자 가는 건 재미가 없어.	0
너무 맘에 들지. 그동안 내가 얼마나 사고 싶었던 향수였는데.	0
친구한테 자랑했더니 그거 비싼 거라고 무지 부러워하더라고.	0
나 드디어 프로젝트 끝났어!	0
그럼. 1달간 정말 고생 많이했어.	0
신나는 음악 좋지. 좋은 음악 있어?	0
나 벌써 친구들과 약속 했는데. 만나기로.	0
알았어. 친구들과 만나서 여행 계획 좀 세워 볼게.	0
기분이 너무 좋지. 뛸 때는 숨이 턱턱 막혔지만.	0
유명한 인플루언서가 이벤트를 하더라고.	0
그런 건 아니고 혼자서 연습하고 있어.	0
당연히 맘에 들지. 진짜 비싼 향수야.	0
아직 안했어. 선물 오면 할려고.	0
드디어 구매한 노트북이 도착했어. 뜯어봐야지!	0
300만원이 넘어. 요번엔 비싼 걸로 샀어.	0
제품은 문제 없는 것 같아. 노트북이 너무 마음에 들어.	0
"할 게 너무 많지. 영화도 보고, 음악도 듣고, 두루두루 쇼핑도 하고."	0
"그래. 참고할게. 들 수 있으면, 어, 보험도 넣어 볼게."	0
나 축하해 줘. 기분 좋은 일 있었어.	0
이번에 마라톤 대회에서 내 기록이 엄청 좋아졌더라고.	0
아니 선수처럼 그렇게 기록이 좋게 나오지는 않았어.	0
당연히 서로 의지해가면서 운동하고 대회에 출전하는 사람들이 있어.	0
할 게 얼마나 많은데. 영화랑 음악 다운받아야 되고 프로젝트도 해야되고.	0
정말 그런 보험이 있어? 그럼 당장에 가입할래.	0
크루는 없었고.	0
나 드디어 프로젝트가 끝났어!	0
오늘 최종 발표를 했으니까 이제 완전히 끝난 거야.	0
신나는 음악을 듣는 것도 좋을 거 같아.	0
한 달 동안 친구를 못 만났는데 이번 기회에 친구를 만나 봐야 겠어.	0
너의 말 대로 여행을 갈 계획을 세워 보게.	0
헐. 나 이벤트에 당첨되었어.	0
내가 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨 되었어.	0
당첨 선물이 내가 예전부터 갖고 싶었던 향수라서 너무나 마음에 들어.	0
주변 사람들한테 이벤트에 당첨돼서 선물을 받았다고 자랑했어.	0
나 드디어 프로젝트 끝났어!	0
어! 진짜 완전히 끝났어. 이제 다시 안 봐도 돼.	0
그거는 벌써 잡아놨지. 오늘 저녁에 안 그래도 만나기로 했어.	0
글쎄 휴가를 받을 수 있을지는 잘 모르겠는데 좋아 일단 세워볼께!	0
나 이벤트 당첨 됐어.	0
내가 저번에 가지고 싶다던 향수! 그거 이벤트 당첨됐어!	0
한 명 밖에 안 뽑는 건데 내가 당첨 됐어.	0
이제 자랑하러 가야지. 아우. 기대 된다.	0
이번에 완전 큰 맘 먹고 200만 원 짜리 샀어.	0
안 그래도 지금 확인해볼라고. 아 잘 됐으면 좋겠다.	0
진짜? 그건 몰랐는데. 얼른 들어야겠다. 그것도. 고마워.	0
나 축하해 줘. 기분 좋은 일이 생겼어.	0
내가 달리는 운동을 너무나 좋아해서 연습을 해서 매번 마라톤 대회에 출전해.	0
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어.	0
함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 되어 줘.	0
나 드디어 구매한 노트북이 도착했어. 뜯어 봐야지.	0
200만원짜리 노트북을 샀는데 배송이 늦어져서 걱정하고 있었어. 근데 오늘 도착해서 기분이 좋아.	0
지금 제품에 문제가 없는지 꼼꼼히 살펴보고 있어.	0
노트북을 오래 사용할 수 있도록 보험에 가입하는 거를 생각해 봐야겠어.	0
나 프로젝트 드디어 끝냈어.	0
그럼. 한 달 간 정말 고생 많이 했어.	0
좋은 생각이야. 신나는 음악 정말 좋아하거든.	0
알았어. 나 여행 좋아하거든. 여행 계획도 좀 세워 볼게.	0
헐. 나 이벤트에 당첨 됐나 봐.	0
아주 유명한 인플루언서가 이벤트를 하고 있더라고.	0
당첨자는 딱 한 명 뽑는 거야. 근데 그게 내가 된 거지.	0
선물도 완전 좋아. 아주 비싼 향수야.	0
아직 안했어. 선물이 오면 보여주면서 자랑할거야.	0
아직 안 했어. 선물 오면 자랑해야지 그거랑.	0
나 축하해 줘. 기분 좋은 일이 있었어.	0
대회에 참가했었잖아. 그런데 내 기록이 몰라 보게 향상됐더라고.	0
당연히 같이 운동하고 대회 출전하는 사람들 있어.	0
이제 완전 끝났어.	0
그거 진짜 좋겠다.	0
그래 그것도 좋은 방법인 것 같아.	0
헐 나 이벤트 당첨됐어.	0
인플루언서가 하는 이벤트 당첨됐어.	0
진짜로 마음에 들어.	0
나 드디어 프로젝트가 끝났어!	0
최종 발표를 마쳤으니까 이제 완전히 끝난 거야.	0
신나는 음악을 듣는 것도 좋지.	0
한 달 동안 친구들을 못 만났는데 이번 기회에 친구들을 만나 봐야 겠어.	0
이번에 새로 산 노트북이 오늘 도착했어.	0
너의 말대로 여행을 다녀 오는 것도 의미가 있을 거 같아.	0
할 게 너무 많아. 영화도 다운 받아야 되고 프로젝트도 해야돼.	0
그런 보험 있으면 당연히 가입해야지.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
내가 10km 마라톤 대회에 출전했는데 거기서 예전 내 기록을 갱신했어.	0
"달리는 동안에는 엄청 힘들었는데, 결승선을 통과하는 순간 기분이 엄청 좋았어."	0
드디어 구매한 노트북이 왔어.	0
함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줘.	0
노트북을 200만 원 짜리 구입했는데 도착하니까 기분이 너무 좋아.	0
너의 말대로 제품에 문제가 없는지 꼼꼼히 살펴 볼게.	0
노트북을 사용해서 만화 작업을 할 거야.	0
노트북을 오래 사용할 수 있도록 보험에 가입 해 봐야 겠어.	0
완전히 끝나서 속이 너무 시원해. 좀 쉬어야겠어.	0
신나는 음악 들으면서 맛있는 것도 해 먹어야겠어.	0
너무 좋지. 그동안 못만나서 너무 보고싶었거든.	0
여행은 생각 좀 해 봐야 겠어. 갈 만한 친구가 없어.	0
헐. 나 이벤트 당첨됐어.	0
인플루언서가 이벤트 하는 것을 발견하고 신청했는데 당첨이 됐어!	0
한 명 뽑는 거였는데 운이 내가 너무 좋았어.	0
너무 마음에 들어. 그 동안 내가 얼마나 갖고 싶었던 건데.	0
친구한테 자랑했더니 너무 좋아하드라고. 비싼 거라고.	0
나 축하해 줘. 기분 좋은 일이 있어.	0
마라톤 대회에서 기존의 기록을 갱신했어.	0
선수는 아니고 운동을 좋아해서 열심히 했을 뿐이야.	0
기분이 너무 좋지. 뛰는 동안에는 숨이 턱턱 막혀도.	0
그런 건 아니고 혼자서 많이 연습을 했어.	0
드디어 구매한 노트북이 도착했어! 뜯어봐야지!  	0
300만 원이 넘어. 이번엔 좀 투자를 했지.	0
문제는 없어보여. 새 노트북이라 그런지 너무 좋아.	0
들고 다니면서 자랑할거야. 그리고 음악도 듣고 영화도 볼거야.	0
그래 알겠어 보험은 생각해 봐서.	0
맞아. 완전히 끝났어. 한 달 간 얼마나 힘들었는데.	0
신나는 음악 들으면서 스트레스 풀고 싶다.	0
친구들도 만나서 수다 떨고 싶다!	0
"맞아 여행 계획도 세우고 싶다,	"	0
나 이벤트에 당첨되었대.	0
헐! 나 이벤트에 당첨 되었어.	0
아주 유명한 인플루언서가 이벤트를 하더라고.	0
당첨자는 딱 한 명 뽑는 거였어.	0
내가 너무나 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨되었어!	0
당첨자는 한 명 뽑는 거였는데 내가 당첨된 거야.	0
선물은 완전 마음에 들지. 아주 비싼 향수야.	0
아직 안 했어 선물 오면 같이 하려고.	0
당첨 선물이 내가 예전부터 갖고 싶었던 향수라서 너무 마음에 들어.	0
주변 사람들한테 당첨되었다고 자랑했더니 다들 부러워 해!	0
나 축하해줘! 정말 기분 좋은 일이 있었어!	0
이번에 마라톤 대회 출전했었잖아? 그런데 그 대회에서 내 기록이 많이 좋아졌더라고.	0
내가 선수처럼 기록이 좋은 건 아니고.내 기록만 조금 좋아진거야.	0
희한하게 결승선을 통과하는 순간 힘든 게 싹 사라지더라고.	0
당연히 모여서 같이 운동하고 대회 출전하는 사람들 있어.	0
드디어 프로젝트를 끝냈어.	0
이제 다 끝났어.	0
거 너무 좋지. 음악 들어볼까?	0
참 좋은 생각인 것 같아.	0
어 정말 고맙다.	0
나 드디어 프로젝트가 끝났어.	0
최종 발표를 마쳤으니까 이제 완전히 끝난 거야.	0
홀가분한 마음으로 신나는 음악을 듣는 것도 괜찮을 것 같아.	0
오랜만에 만나지 못했던 친구를 만나는 것도 좋을 거 같아.	0
비싼 건 못 샀어 알바비를 모아서 샀거든.	0
알았어. 바로 사용 설명서 보고 꼼꼼히 살펴볼게.	0
할 거 너무 많아 영화랑 음악도 다운 받아야 되고 프로젝트도 해야 돼.	0
하면 당연히 가입해야지. 	0
노트북을 구매했어.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
내가 10km 마라톤 대회에 출전했는데 예전의 내 기록을 훨씬 갱신했어.	0
달리는 운동을 너무나 좋아해서 매번 열리는 마라톤 대회에 출전하고 있어.	0
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과한 순간 기분이 엄청 좋았어! 	0
함께 달리는 크루가 있어서 지치고 힘들 때 나한테 큰 힘이 되어 줘.	0
친구한테 자랑했더니 너무 부러워하더라고.그거 비싼 거라고.	0
나 드디어 구매한 노트북이 도착했어. 뜯어봐야지.	0
"노트북을 백오십만 원짜리 구입했는데, 오늘 도착해서 기분이 너무 좋아."	0
너의 말대로 노트북에 문제가 없는지 여기저기 꼼꼼히 살펴볼게.	0
노트북을 가지고 동영상을 보면서 어학 공부를 할거야.	0
노트북을 오래 사용할 수 있도록 보험을 가입해 봐야겠어.	0
선수는 아니고 내가 운동을 좋아해서 열심히 달렸어.	0
너무 좋았지. 달리는 동안은 너무 힘들었어.	0
그런 건 아니고 그냥 혼자서 열심히 연습했어.	0
비싸게 샀어. 내가 투자를 좀 했거든.	0
제품에는 문제가 없는 것 같아. 상품이 너무 좋아.	0
나 축하해줘. 기분 좋은 일이 있었어.	0
이번 마라톤 대회에서 내 기록이 엄청 좋게 나왔어.	0
맞아. 결승선을 통과하는 순간 모든 힘든 게 싹 사라져버리드라고.	0
당연히 같이 운동하고 대회에 나가는 사람들이 있지.	0
너무 좋지.	0
드디어 구매한 노트북이 오늘 도착했어.	0
비싼 건 못 샀어. 하지만 내가 알바비를 모아서 산 거라 너무 소중해.	0
"노트북으로 할 게 너무 많지. 영화도 다운 받고, 음악도 다운 받고. 프로젝트도 해야돼"	0
응. 그런 거 있으면 바로바로 드는 타입이야.	0
뛰는 사람은 없고 혼자 해.	0
노트북 새로 샀어.	0
공부하려고 하고 있어.	0
나 드디어 프로젝트가 끝났어!  	0
오랜만에 못 만났던 친구들을 만나는 계획을 세워봐야겠어.	0
헐! 나 이벤트에 당첨되었어.	0
당첨자는 한 명이었는데 내가 당첨되었어.	0
당첨 선물이 내가 갖고싶었던 향수라서 너무 마음에 들어.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
아니. 아까 해피 산책 시키다가 나 정말 깜짝 놀랐어.	1
"해피랑 산책하다 걷고 있는데 갑자기 목줄이 끊어진 거야. 얼마나 놀랬는지, 지금도 심장이 다 떨려."	1
다행히 지나가던 분이 잡아주셨어. 얼마나 고마운지 몰라.	1
주변 분들도 다 나를 이해해주시드라고. 오히려 내가 위로 받고 왔어.	1
지금은 많이 진정되었어. 다음부턴 조심해야 되겠어.	1
나 어제 자다가 정말 깜짝 놀랬어.	1
"잠결에 들어서 그런가 정말 폭탄이 폭발하는 소리가, 들리드라고. 얼마나 놀랬겠어."	1
실제로는 폭탄이 터지는 게 아니라 그냥 천둥 소리였어. 그 소리가 그렇게 크게 들리더라고.	1
다행히 그냥 천둥만 치고 뭐 비나 이런 건 오지 않더라고. 그러니 다행이지.	1
다행히 천둥 소리에 놀란 것 빼고는 별다른 문제 없었어.	1
나 아까 해피를 산책시키다가 깜짝 놀랐어.	1
해피의 목줄이 갑자기 끊어져서 해피가 막 달려 나갔어.	1
"아까는 해피 때문에 너무 놀라서 진정이 안 됐는데, 집에 와서 좀 쉬니까 마음이 진정 돼."	1
"아까는 해피 때문에 엄청 놀랐는데, 집에 와서 좀 쉬고 나니까 마음이 진정이 돼."	1
나 어제 자다가 깜짝 놀라서 깼어.	1
간신히 잠이 들어서 자고 있는데 엄청 큰 천둥 번개 소리 때문에 깜짝 놀라서 깼어.	1
엄청 큰 천둥 번개 소리 때문에 깜짝 놀라서 깨서 무서워서 잠을 못 잤어.	1
"천둥 번개 소리 때문에 어제는 너무 놀라고 무서워서 잠도 못 잤는데 오늘 아침에 좀 눈을 붙였더니, 좀 나아졌어."	1
다른 피해가 없어서 정말 다행이었어.	1
아니. 아까 해피 산책시키다가 정말 깜짝 놀랐어.	1
정말 다행인게 지나가시던 분이 해피를 잡아주셨어. 아니면 큰일날 뻔 했지.	1
주변 분들이 다들 나를 위로해주시더라고. 정말 감사했어.	1
응 맞아. 내가 제일 많이 놀랬어. 아직도 가슴이 뛰고 있어.	1
아니. 해피 산책시키다가 깜짝 놀랐어.	1
갑자기 해피의 목줄이 끊어져서 해피가 막 달려나갔어.	1
엄청 놀라서 내가 막 달려가서 해피를 안고 왔기 때문에 아무일도 안생겼어.	1
해피가 갑자기 사람들 있는 데로 막 달려오니까 주변 사람들이 엄청 놀라서 소리를 질렀어.	1
해피가 사람들을 물까봐 엄청 놀랐는데 다행히 아무 일도 없어서 괜찮았어. 너무 놀랐지만 지금은 좀 쉬고나니까 마음이 진정됐어.	1
나 어제 자다가 깜짝 놀랐어.	1
"간신히 잠이 들어서 자고 있었는데, 갑자기 엄청 큰 천둥번개 소리에 깜짝 놀라서 깼어."	1
살면서 그렇게 큰 천둥번개 소리는 정말 처음이었어. 그래서 엄청 놀라서 잠도 못잤어.	1
"어제는 천둥 번개 소리에 놀라서 잠도 못잤는데, 오늘 아침에 눈을 붙이고 나니까 조금 괜찮아졌어."	1
"천둥번개 소리가 엄청 커서 큰 피해를 입을까봐 걱정했는데, 아무런 피해가 없어서 정말 다행이야."	1
지금은 진정 됐지만 또 산책 갈 때 내가 겁을 먹을 거 같애.	1
나 자다가 정말 깜짝 놀랐어!	1
잠결에 들어서 그런지 갑자기 폭탄이 터지는 듯한 소리가 들리는거야! 그런 소린 처음 들어 봤잖아.	1
나도 처음엔 꿈인줄 알았지. 얼마나 놀랐는지 몰라.	1
놀란 건 많이 진정이 되었는데 잠이 또 안 올 거 같애.	1
내가 놀란 거 말고는 아무런 피해가 없어서 그나마 다행이야.	1
아까는 해피 때문에 너무 놀랐는데 집에 와서 좀 쉬고 나니까 마음이 진정됐어.	1
아니 아까 해피 산책시키다가 정말 깜짝 놀랐어.	1
다행히 지나가던 아저씨가 잡아주셨어. 정말 다행이었어.	1
잠결에 들어서 그럴거야 아마. 사실은 천둥 소리였어.	1
나 어제 자다가 깜짝 놀라서 깼어!	1
다행히 사람들은 다치지 않았어. 얼른 쫓아가서 잡았거든. 그런데 사람들이 너무 많이 놀랬어.	1
다들 놀래서 난리가 났어. 도망다니고 어떤 사람은 우는 사람도 있었어. 내가 다 미안해서 혼났어.	1
나 어제 자다가 깜짝 놀랐어!	1
지금은 괜찮은데 잠을 못자서 피곤해. 일하기가 힘이 들어.	1
나 어제 자다가 깜짝 놀랐어!	1
잠이 안와서 겨우 잠이 들었는데 새벽에 엄청 큰 천둥번개 소리 때문에 깜짝 놀랐어!	1
천둥 번개 소리가 얼마나 컸는지 자다가 깜짝 놀라서 깼어.	1
다행히 다른 피해는 없었어. 그나마 다행이지.	1
내가 무척 놀라긴 했지만 다행히 별 다른 피해가 없었어.	1
어. 지금은 집에 와서 좀 괜찮아졌어. 목줄부터 새로 사야겠어.	1
어. 지금 집에 와서 좀 괜찮아졌어. 목줄부터 새로 바꿔야겠어.	1
"아니, 아까 해피 산책시키다가 깜짝 놀랐어."	1
목줄이 끊기면서 다른 곳으로 달려간 해피를 내가 얼른 가서 안고 데려와서 아무 일도 안생겼어.	1
갑자기 달려오는 해피를 본 사람들이 엄청 놀랐어. 그래서 내가 죄송하다고 몇 번 사과를 드렸어.	1
산책하고 있는 와중에 갑자기 줄이 끊어져서 해피가 막 달려가잖아. 그것도 사람들이 많이 있는 곳으로.	1
나 어제 자다가 정말 깜짝 놀랐어!	1
난 처음에 꿈인줄 알았어. 실제로 듣는 천둥 소리보다 더 훨씬 소리가 컸어.	1
다른 피해랄 것 까지는 없었지. 그냥 그러고 몇 번 천둥 치더니 잠잠해지더라고.	1
나도 정말 꿈인줄 알았어. 꿈이라기엔 너무 생생하게 이상한 소리였어.	1
아까는 해피가 다른 사람을 물까봐 엄청 놀라고 걱정했는데 집에 와서 쉬니까 조금 나아졌어.	1
잠을 설치다가 겨우 잠이 들었는데 갑자기 큰 소리에 천둥번개가 일어나서 엄청 놀라서 깼어.	1
그렇게 큰 천둥번개 소리는 처음이었어. 정말 놀랬어.	1
천둥번개로 다른 피해는 다행이 없었어. 내가 깜짝 놀랜 거 빼고는 다 괜찮았어.	1
천둥번개로 내가 놀랜 거 빼고는 다행히 다른 피해가 없었어.	1
집에 와서 좀 쉬니까 마음이 진정이 됐어. 해피가 다른 사람을 물지 않아서 정말 다행이야.	1
갑자기 목줄이 끊어져버린거야! 얼마나 놀랐는지 몰라.	1
주변 사람들도 반려견을 데리고 있어서 다들 나를 위로해주더라고.	1
지금은 괜찮아졌지. 내 걱정은 하지 마.	1
